Text,Date,Time,Draft,Facebook,Twitter,LinkedIn,Instagram,Pinterest,TikTok,Picture Url 1,Picture Url 2
"Willpower loses to environment every single time.

Apply for the coaching program — the link is in our bio.

#LionEliteBeauty #DisciplineDaily #Biomarkers #WellnessCoaching #HigherStandard",2026-09-14,13:30,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
"HOOK (0-3s, on camera or bold text): Willpower loses to environment every single time.

BODY (talking points, one per cut):
1. Make the right choice the easy choice — prep, layout, defaults.
2. Remove the friction between you and the standard.
3. Your surroundings vote on your habits daily.

CTA (final 3s): Apply for the coaching program — the link is in our bio.",2026-09-14,13:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
"A supplier grading its own homework is not a quality system.

Why third-party testing matters — today's research education note from Lion Elite Wellness.

• Independent laboratories remove the conflict of interest.
• Third-party results should match the supplier’s claims.
• Verification you can check beats reputation you have to trust.

Sourcing for a lab or research team? Reach out about wholesale inquiries.

For laboratory research purposes only. Not for human or veterinary use.",2026-09-15,09:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"A supplier grading its own homework is not a quality system.

Sourcing for a lab or research team? Reach out about wholesale inquiries.

For laboratory research purposes only. Not for human or veterinary use.",2026-09-15,09:00,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"Why third-party testing matters

A supplier grading its own homework is not a quality system.

— Independent laboratories remove the conflict of interest.
— Third-party results should match the supplier’s claims.
— Verification you can check beats reputation you have to trust.

Sourcing for a lab or research team? Reach out about wholesale inquiries.

For laboratory research purposes only. Not for human or veterinary use.",2026-09-15,09:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
"A supplier grading its own homework is not a quality system.

Why third-party testing matters — today's research education note from Lion Elite Wellness.

• Independent laboratories remove the conflict of interest.
• Third-party results should match the supplier’s claims.
• Verification you can check beats reputation you have to trust.

Sourcing for a lab or research team? Reach out about wholesale inquiries.

For laboratory research purposes only. Not for human or veterinary use.

#ResearchEducation #PeptideResearch #ScientificLiteracy #LabStandards #LionEliteWellness",2026-09-15,09:00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
"The most underrated performance tool is free and happens in the dark.

Sleep is a trainable skill — today's standard from Lion Elite Beauty.

• Consistent timing, cool room, morning light — the fundamentals win.
• Recovery quality shows up in training quality.
• Track it like you track training.

Apply for the coaching program — the link is in our bio.",2026-09-15,10:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"The most underrated performance tool is free and happens in the dark.

Apply for the coaching program — the link is in our bio.",2026-09-15,10:00,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"Sleep is a trainable skill

The most underrated performance tool is free and happens in the dark.

— Consistent timing, cool room, morning light — the fundamentals win.
— Recovery quality shows up in training quality.
— Track it like you track training.

Apply for the coaching program — the link is in our bio.",2026-09-15,10:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
"The most underrated performance tool is free and happens in the dark.

Sleep is a trainable skill — today's standard from Lion Elite Beauty.

• Consistent timing, cool room, morning light — the fundamentals win.
• Recovery quality shows up in training quality.
• Track it like you track training.

Apply for the coaching program — the link is in our bio.

#LionEliteBeauty #DisciplineDaily #Biomarkers #WellnessCoaching #HigherStandard",2026-09-15,10:00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
"A Certificate of Analysis is the receipt science asks for.

Explore the research catalog at lionelitewellness.com.

For laboratory research purposes only. Not for human or veterinary use.

#ResearchEducation #PeptideResearch #ScientificLiteracy #LabStandards #LionEliteWellness",2026-09-15,12:30,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
"HOOK (0-3s, on camera or bold text): A Certificate of Analysis is the receipt science asks for.

BODY (talking points, one per cut):
1. A COA documents identity and purity testing for a specific batch.
2. Look for the testing method, the batch number, and the date.
3. If a supplier cannot produce one, that is your answer.

CTA (final 3s): Explore the research catalog at lionelitewellness.com.

ON-SCREEN DISCLAIMER (visible full duration): see below.

For laboratory research purposes only. Not for human or veterinary use.",2026-09-15,12:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
"Most people are not failing from low motivation. They are failing because they are guessing.

DM ELITE if you are ready to build with purpose.

#LionEliteBeauty #DisciplineDaily #Biomarkers #WellnessCoaching #HigherStandard",2026-09-15,13:30,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
"HOOK (0-3s, on camera or bold text): Most people are not failing from low motivation. They are failing because they are guessing.

BODY (talking points, one per cut):
1. Guessing with training, nutrition, recovery, and health data.
2. Biomarkers replace guesswork with objective feedback.
3. Build from foundation, data, and discipline.

CTA (final 3s): DM ELITE if you are ready to build with purpose.",2026-09-15,13:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
"Three words on a label carry an entire standard.

What ""research use only"" actually means — today's research education note from Lion Elite Wellness.

• Research-use-only products are supplied for laboratory research.
• Clear labeling protects the researcher and the supplier.
• Responsible vendors say what a product is for — and what it is not for.

Explore the research catalog at lionelitewellness.com.

For laboratory research purposes only. Not for human or veterinary use.",2026-09-16,09:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"Three words on a label carry an entire standard.

Explore the research catalog at lionelitewellness.com.

For laboratory research purposes only. Not for human or veterinary use.",2026-09-16,09:00,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"What ""research use only"" actually means

Three words on a label carry an entire standard.

— Research-use-only products are supplied for laboratory research.
— Clear labeling protects the researcher and the supplier.
— Responsible vendors say what a product is for — and what it is not for.

Explore the research catalog at lionelitewellness.com.

For laboratory research purposes only. Not for human or veterinary use.",2026-09-16,09:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
"Three words on a label carry an entire standard.

What ""research use only"" actually means — today's research education note from Lion Elite Wellness.

• Research-use-only products are supplied for laboratory research.
• Clear labeling protects the researcher and the supplier.
• Responsible vendors say what a product is for — and what it is not for.

Explore the research catalog at lionelitewellness.com.

For laboratory research purposes only. Not for human or veterinary use.

#ResearchEducation #PeptideResearch #ScientificLiteracy #LabStandards #LionEliteWellness",2026-09-16,09:00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
"Motivation shows up sometimes. Discipline shows up daily.

Discipline beats motivation — today's standard from Lion Elite Beauty.

• Systems outlast feelings.
• The standard is what you do on the days you do not feel like it.
• Small non-negotiables compound into transformation.

DM ELITE if you are ready to build with purpose.",2026-09-16,10:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
"Motivation shows up sometimes. Discipline shows up daily.

DM ELITE if you are ready to build with purpose.",2026-09-16,10:00,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
"Discipline beats motivation

Motivation shows up sometimes. Discipline shows up daily.

— Systems outlast feelings.
— The standard is what you do on the days you do not feel like it.
— Small non-negotiables compound into transformation.

DM ELITE if you are ready to build with purpose.",2026-09-16,10:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
"Motivation shows up sometimes. Discipline shows up daily.

Discipline beats motivation — today's standard from Lion Elite Beauty.

• Systems outlast feelings.
• The standard is what you do on the days you do not feel like it.
• Small non-negotiables compound into transformation.

DM ELITE if you are ready to build with purpose.

#LionEliteBeauty #DisciplineDaily #Biomarkers #WellnessCoaching #HigherStandard",2026-09-16,10:00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
"Purity is a measurement, not a marketing word.

Read the product information pages to learn how we document quality.

For laboratory research purposes only. Not for human or veterinary use.

#ResearchEducation #PeptideResearch #ScientificLiteracy #LabStandards #LionEliteWellness",2026-09-16,12:30,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
"HOOK (0-3s, on camera or bold text): Purity is a measurement, not a marketing word.

BODY (talking points, one per cut):
1. HPLC and mass spectrometry are the standard verification methods.
2. A purity percentage without a method behind it is just a number.
3. Ask what was tested, how, and by whom.

CTA (final 3s): Read the product information pages to learn how we document quality.

ON-SCREEN DISCLAIMER (visible full duration): see below.

For laboratory research purposes only. Not for human or veterinary use.",2026-09-16,12:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
"Before optimization, there has to be a foundation.

Comment READY and we will send you the first step.

#LionEliteBeauty #DisciplineDaily #Biomarkers #WellnessCoaching #HigherStandard",2026-09-16,13:30,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
"HOOK (0-3s, on camera or bold text): Before optimization, there has to be a foundation.

BODY (talking points, one per cut):
1. Sleep, sunlight, hydration, minerals, whole foods, training, recovery.
2. The body is already powerful — support it, do not fight it.
3. Then use objective feedback to refine the plan.

CTA (final 3s): Comment READY and we will send you the first step.",2026-09-16,13:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
